	32	01.09.14	3,50 €						Lex		28	Braunhirse	kg	1000	1	Lex	1	-1,315	-4,60 €	0,552			0,779	kein		
1	49		3,60 €						Lex		29	Borlottibohnen	kg	1000	1	Lex	1	0,000	0,00 €	1,304			3,052	inaktiv		
	53	01.09.14	1,84 €						Lex		30	Sojabohnen ungeschält	kg	1000	1	Lex	1	9,464	17,41 €	0,262			0,297	27.10.19	15.11.19	30.08.16
1	109		2,08 €						Lex		31	Dinkelmehl Type 1050	kg	1000	1	Lex	1	0,000	0,00 €	0,493			1,593	inaktiv		
	119	01.03.15	1,30 €						Lex		32	Dinkelkleie	kg	1000	1	Lex	1	3,912	5,09 €	0,041			0,059	06.11.24	26.04.22	30.06.15
1	226								Lex		33	Apfelchips	100g	100	1	Lex	1	0,000	0,00 €				0,000	inaktiv		
1	137								Lex		34	VK-Dinkel+Buchweizen Bandnudeln	kg	1000	1	Lex	1	0,000	0,00 €				0,000	inaktiv		
1	132								Lex		35	mittelhelle Dinkel Bandnudeln	kg	1000	1	Lex	1	0,000	0,00 €				0,917	inaktiv		
1	127		5,20 €			630-Dinkel-Rigatoni			Lex		36	630-Dinkel-Rigatoni	kg	1000	1	Lex	1	0,000	0,00 €	0,099			0,620	inaktiv		
1	134								Lex		37	helle Dinkel Suppennudeln	kg	1000	1	Lex	1	0,000	0,00 €				0,832	inaktiv		
1	135		5,50 €			1050-Dinkel-Braunhirse Rigatoni			Lex		38	1050-Dinkel-Braunhirse Rigatoni	kg	1000	1	Lex	1	0,000	0,00 €	0,571			0,834	inaktiv		
1	129								Lex		39	Vollkorn-Dinkel Spaghetti	kg	1000	1	Lex	1	0,000	0,00 €				2,683	inaktiv		
1	40	01.09.14	4,50 €						Lex		40	Belugalinsen	kg	1000	1	Lex	1	0,000	0,00 €	2,530			2,919	inaktiv		
1	128		5,22 €						Lex		41	mittelhelle Dinkel Spaghetti	kg	1000	1	Lex	1	0,000	0,00 €	0,493			1,061	inaktiv		
1	131								Lex		42	Vollkorn-Dinkel Spirelli	kg	1000	1	Lex	1	0,000	0,00 €				1,898	inaktiv		
1	92		2,26 €						Tränkl		43	Weizen Zentrofanmehl	kg	1000	1	Tränkl	1	0,000	0,00 €	0,493			1,608	inaktiv		
1	93		3,24 €						Tränkl		44	Dinkel Zentrofanmehl (Oberkulmer Rotkorn)	kg	1000	1	Tränkl	1	0,000	0,00 €	0,746			2,099	inaktiv		
1	97		2,18 €						Tränkl		45	Roggen Zentrofanmehl	kg	1000	1	Tränkl	1	0,000	0,00 €	0,237			0,647	inaktiv		
1	24		2,25 €			Nacktgerste Körner			Tränkl		46	Nacktgerste Körner	kg	1000	1	Tränkl	1	0,000	0,00 €	0,252			0,668	inaktiv		
1	136		5,50 €						Lex		47	1050-Dinkel-Maroni Spirelli	kg	1000	1	Lex	1	0,000	0,00 €	0,538			0,609	inaktiv		
	22	01.09.14	1,50 €			Waldstaudenroggen Körner			Küchle		48	Waldstaudenroggen Körner	kg	1000	1	Küchle	1	0,000	0,00 €	1,118			1,541	kein		
1	109		2,44 €						Lex		49	Dinkelmehl Type 1050	kg	1000	1	Lex	1	0,000	0,00 €	0,663			1,593	inaktiv		
	5	01.09.14	1,70 €						Lex		50	Purpurweizen Körner	kg	1000	1	Lex	1	-0,597	-1,01 €	1,431			2,085	kein		
1	41		4,47 €						Lex		51	Tellerlinsen hellbraun	kg	1000	1	Lex	1	0,000	0,00 €	1,392			3,438	inaktiv		
	49	01.09.14	3,00 €			Borlottibohnen Sortierware			Lex		52	Borlottibohnen Sortierware	kg	1000	1	Lex	1	3,690	11,07 €	1,960			3,052	21.12.16	01.01.17	30.08.16
1	80		3,25 €						Lex		53	Perldinkel Oberkulmer Rotkorn	kg	1000	1	Lex	1	0,000	0,00 €	1,528			2,153	inaktiv		
1	134		5,40 €						Lex		54	helle Dinkel Suppennudeln	kg	1000	1	Lex	1	0,000	0,00 €	0,151			0,832	inaktiv		
	3	01.09.14	2,28 €			Khorasan-Weizen („Kamut“)			Kraut		55	Khorasan-Weizen („Kamut“)	kg	1000	1	Kraut	1	19,688	44,89 €	1,658			1,760	20.10.17	17.10.17	30.08.16
	12	01.06.15	3,25 €						Chiemgaukorn		56	Emmer Körner	kg	1000	1	Chiemgaukorn	1	12,392	40,27 €	2,189			2,834	15.04.17	25.03.17	30.05.17
1	95		4,00 €						Chiemgaukorn		57	Emmer Zentrofanmehl	kg	1000	1	Chiemgaukorn	1	0,000	0,00 €	0,781			1,084	inaktiv		
1	96		4,00 €						Chiemgaukorn		58	Einkorn Zentrofanmehl	kg	1000	1	Chiemgaukorn	1	0,000	0,00 €	0,471			0,550	inaktiv		
1	126		3,75 €						Chiemgaukorn		59	helle Dinkel-Rilli	kg	1000	1	Chiemgaukorn	1	0,000	0,00 €	0,668			1,190	inaktiv		
1	134		3,75 €			helle Dinkel-Suppennudeln			Chiemgaukorn		60	helle Dinkel-Suppennudeln	kg	1000	1	Chiemgaukorn	1	0,000	0,00 €	0,628			0,832	inaktiv		
	138	01.07.15	4,25 €						Chiemgaukorn		61	mittelhelle Dinkel+Buchw. Spirelli	kg	1000	1	Chiemgaukorn	1	0,008	0,03 €	0,675			0,903	25.10.16	18.03.18	29.06.17
	139	01.07.15	4,30 €						Chiemgaukorn		62	Vollkorn-Einkorn-Bandnudeln	kg	1000	1	Chiemgaukorn	1	6,276	26,99 €	1,539			1,649	26.02.17	19.02.18	29.06.17
	140	01.07.15	4,30 €						Chiemgaukorn		63	Vollkorn-Einkorn Rigatoni	kg	1000	1	Chiemgaukorn	1	-1,225	-5,27 €	0,528			0,530	kein		
	143	01.07.15	4,25 €						Chiemgaukorn		64	mittelhelle Dinkel+BW Rigatoni	kg	1000	1	Chiemgaukorn	1	0,840	3,57 €	1,175			1,229	15.11.16	25.11.16	29.06.17
1	154		9,88 €	0,5l					Chiemgaukorn		65	Leindotteröl nativ	0,5l	500	0,5	Chiemgaukorn	1	0,000	0,00 €	0,439			0,904	inaktiv		
1	154		6,30 €	0,25l					Chiemgaukorn		66	Leindotteröl nativ	0,25l	250	0,25	Chiemgaukorn	1	0,000	0,00 €	0,377			0,904	inaktiv		
1	156		17,98 €	0,5l					Chiemgaukorn		67	Hanföl nativ	0,5l	500	0,5	Chiemgaukorn	1	0,000	0,00 €	0,377			0,440	inaktiv		
1	156		9,85 €	0,25l					Chiemgaukorn		68	Hanföl nativ	0,25l	250	0,25	Chiemgaukorn	1	0,000	0,00 €	0,314			0,440	inaktiv		
1	157		9,88 €	0,5l					Chiemgaukorn		69	Leinöl nativ	0,5l	500	0,5	Chiemgaukorn	1	0,000	0,00 €	0,377			0,754	inaktiv		
1	157		6,30 €	0,25l					Chiemgaukorn		70	Leinöl nativ	0,25l	250	0,25	Chiemgaukorn	1	0,000	0,00 €	0,314			0,754	inaktiv		
	4	01.09.14	1,15 €						Tränkl		71	Weizen Körner	kg	1000	1	Tränkl	1	20,760	23,87 €	1,793			1,814	12.10.17	10.11.17	30.08.16
1	26		1,64 €			Nackthafer Körner			Tränkl		72	Nackthafer Körner	kg	1000	1	Tränkl	1	0,000	0,00 €	1,574			20,097	inaktiv		
1	92		2,10 €						Tränkl		73	Weizen Zentrofanmehl	kg	1000	1	Tränkl	1	0,000	0,00 €	1,150			1,608	inaktiv		
1	93		2,98 €						Tränkl		74	Dinkel Zentrofanmehl (Oberkulmer Rotkorn)	kg	1000	1	Tränkl	1	0,000	0,00 €	0,883			2,099	inaktiv		
1	97		2,10 €						Tränkl		75	Roggen Zentrofanmehl	kg	1000	1	Tränkl	1	0,000	0,00 €	0,507			0,647	inaktiv		
1	89		13,36 €						Schwab		76	Amarantpops	kg	1000	1	Schwab	1	0,000	0,00 €	0,232			0,618	inaktiv		
	168	01.07.15	5,00 €						Schwab		77	Hanftrester	kg	1000	1	Schwab	1	2,590	12,95 €	0,066			0,094	02.02.20	07.02.19	29.06.16
	179	01.07.15	9,11 €						Schwab		78	Hanfmehl teilentölt	kg	1000	1	Schwab	1	3,489	31,78 €	0,028			0,037	04.02.27	02.09.24	30.12.15
	181	15.07.15	1,50 €						Schwab		79	Hanftee (getrocknete Hanfblätter)	10g	10	1	Schwab	1	0,000	0,00 €	1,945			3,966	kein		
1	60	01.09.12	1,84 €						Davert (Ungarn)		80	Leinsamen	kg	1000	1	Davert (Ungarn)	1	0,000	0,00 €	0,442			0,559	inaktiv		
	280	15.08.15	3,89 €						Tempehmanufaktur		81	Tempeh natur	200g	200	1	Tempehmanufaktur	1	0,000	0,00 €	2,019			2,410	kein		
	281	15.08.15	3,89 €						Tempehmanufaktur		82	Tempeh Knoblauch-Koriander	200g	200	1	Tempehmanufaktur	1	0,000	0,00 €	2,019			2,702	kein		
	21	01.09.15	1,13 €						Lex		83	Lichtkornroggen Körner	kg	1000	1	Lex	1	12,410	14,02 €	0,957			1,002	23.11.17	05.11.17	30.08.17
1	41	01.09.15	4,50 €						Lex		84	Tellerlinsen hellbraun	kg	1000	1	Lex	1	0,000	0,00 €	1,678			3,438	inaktiv		
	66	01.10.15	4,17 €						Schmidt		85	Blaumohn	kg	1000	1	Schmidt	1	-1,170	-4,88 €	1,267			1,269	kein		
1	14		1,97 €						Obermeyer		86	Einkorn Körner	kg	1000	1	Obermeyer	1	0,000	0,00 €	2,109			2,938	inaktiv		
1	81		3,50 €						Obermeyer		87	Perlemmer	kg	1000	1	Obermeyer	1	0,000	0,00 €	0,721			1,267	inaktiv		
1	26		1,89 €						Tränkl		88	Hafer Körner	kg	1000	1	Tränkl	1	0,000	0,00 €	1,952			20,097	inaktiv		
	24	01.09.15	2,08 €						Tränkl		89	Gerste Körner	kg	1000	1	Tränkl	1	2,742	5,70 €	0,344			0,668	24.06.17	26.02.17	30.08.17
1	93		3,10 €						Tränkl		90	Dinkel Zentrofanmehl (Oberkulmer Rotkorn)	kg	1000	1	Tränkl	1	0,000	0,00 €	0,623			2,099	inaktiv		
	36	01.11.15	5,56 €						Schwab		91	Amarant	kg	1000	1	Schwab	1	2,790	15,51 €	0,068			0,381	31.03.20	31.10.17	30.10.17
1	89	01.11.15	13,50 €						Schwab		92	Amarantpops	kg	1000	1	Schwab	1	0,000	0,00 €	0,205			0,618	inaktiv		
	62	01.11.15	12,18 €						Schwab		93	Hanfsamen ungeschält	kg	1000	1	Schwab	1	0,000	0,00 €	0,346			0,489	kein		
1	71		11,62 €						Hartl		94	Haselnusskerne	kg	1000	1	Hartl	1	0,000	0,00 €	2,257			4,697	inaktiv		
1	35	01.12.15	3,40 €						Lex		95	Buchweizen	kg	1000	1	Lex	1	0,000	0,00 €	2,304			3,745	inaktiv		
	122	01.12.15	2,88 €						Lex		96	Sojamehl vollfett	kg	1000	1	Lex	1	2,552	7,35 €	0,033			0,302	28.02.23	09.07.17	31.03.16
	129	01.12.15	5,44 €						Lex		97	Vollkorn-Dinkel Spaghetti	kg	1000	1	Lex	1	0,366	1,99 €	2,627			2,683	29.10.16	29.10.16	29.11.17
	131	01.12.15	5,44 €						Lex		98	Vollkorn-Dinkel Spirelli	kg	1000	1	Lex	1	2,866	15,59 €	1,588			1,898	18.12.16	23.12.16	29.11.17
	132	01.12.15	5,44 €						Lex		99	mittelhelle Dinkel Bandnudeln	kg	1000	1	Lex	1	6,700	36,45 €	0,915			0,917	04.06.17	02.08.17	29.11.17
	127	01.12.15	5,44 €						Lex		100	mittelhelle Dinkel Rigatoni	kg	1000	1	Lex	1	8,990	48,91 €	0,924			0,620	16.08.17	23.03.18	29.11.17
	14	01.12.15	2,50 €						Neidhardt		101	Einkorn Körner	kg	1000	1	Neidhardt	1	0,655	1,64 €	1,709			2,938	05.11.16	11.12.16	29.11.17
	81	01.12.15	4,27 €						Chiemgaukorn		102	Perlemmer	kg	1000	1	Chiemgaukorn	1	7,952	33,96 €	0,798			1,267	24.08.17	08.01.18	29.11.17
	82	01.12.15	4,25 €						Chiemgaukorn		103	Perleinkorn	kg	1000	1	Chiemgaukorn	1	11,242	47,78 €	1,320			1,360	10.07.17	21.01.18	29.11.17
	125	01.12.15	4,81 €						Chiemgaukorn		104	Khorasan Spirelli	kg	1000	1	Chiemgaukorn	1	4,108	19,76 €	0,896			0,980	13.03.17	01.09.17	29.11.17
	126	01.12.15	4,10 €						Chiemgaukorn		105	helle Dinkel-Rilli	kg	1000	1	Chiemgaukorn	1	0,807	3,31 €	0,713			1,190	28.11.16	14.11.16	29.11.17
	138	01.12.15	4,62 €						Chiemgaukorn		106	mittelhelle Dinkel+Buchw. Spirelli	kg	1000	1	Chiemgaukorn	1	14,003	64,69 €	0,138			0,903	27.03.25	18.03.18	29.11.17
	139	01.12.15	4,81 €						Chiemgaukorn		107	Vollkorn-Einkorn-Bandnudeln	kg	1000	1	Chiemgaukorn	1	19,054	91,65 €	0,118			1,649	25.03.30	19.02.18	29.11.17
	140	01.12.15	4,77 €						Chiemgaukorn		108	Vollkorn-Einkorn Rigatoni	kg	1000	1	Chiemgaukorn	1	10,000	47,70 €	0,000			0,530	unbekannt	24.06.18	29.11.17
	26	01.09.15	0,70 €			Hafer-Linsen-Gemisch			Brandmair		109	Hafer-Linsen-Gemisch	kg	1000	1	Brandmair	1	31,276	21,89 €	0,661			20,097	02.10.20	19.06.18	30.08.17
	22	01.09.15	0,70 €			Waldstaudenroggen mit Weizen			Brandmair		110	Waldstaudenroggen mit Weizen	kg	1000	1	Brandmair	1	-1,300	-0,91 €	0,000			1,541	kein		
	35	15.02.16	3,55 €						Lex		111	Buchweizen	kg	1000	1	Lex	1	0,054	0,19 €	2,838			3,745	25.10.16	25.10.16	13.02.18
	80	15.02.16	3,32 €						Lex		112	Perldinkel Oberkulmer Rotkorn	kg	1000	1	Lex	1	13,772	45,67 €	0,796			2,153	03.04.18	06.06.17	13.02.18
	41	01.09.15	4,50 €						Lex		113	Tellerlinsen hellbraun	kg	1000	1	Lex	1	5,766	25,95 €	2,012			3,438	20.01.17	29.12.16	30.08.17
	33	15.02.16	3,40 €			Goldhirse			Jahrstorfer		114	Goldhirse	kg	1000	1	Jahrstorfer	1	2,285	7,76 €	2,023			2,198	28.11.16	01.02.17	13.02.18
	8	01.03.16	1,65 €						Penzl		115	Dinkel Oberkulmer Rotkorn Körner	kg	1000	1	Penzl	1	14,459	23,86 €	5,883			5,973	07.01.17	22.02.17	28.02.18
1	26	01.09.15	1,00 €			Hafer Körner Vorverkaufssack			Brandmair	1A-Sackware	116	Hafer Körner Vorverkaufssack	kg	1000	1	Brandmair	1	0,000	0,00 €	28,125			20,097	inaktiv		
	26	01.09.15	1,10 €			Haferkörner 1A			Brandmair	1A Lose	117	Haferkörner 1A	kg	1000	1	Brandmair	1	48,336	53,17 €	5,959			20,097	28.06.17	19.06.18	30.08.17
	89	15.02.16	13,28 €						Schwab		118	Amarantpops	kg	1000	1	Schwab	1	0,000	0,00 €	0,390			0,618	kein		
	181	15.07.15	1,47 €						Schwab		119	Hanftee (getrocknete Hanfblätter)	10g	10	1	Schwab	1	7,380	10,82 €	2,966			3,966	08.01.17	20.12.16	13.07.17
	26	01.09.15	1,10 €			Haferkörner 1B			Brandmair	1B Lose	120	Haferkörner 1B	kg	1000	1	Brandmair	1	240,000	264,00 €	7,031			20,097	28.08.19	19.06.18	30.08.17
	26	01.09.15	0,80 €			Haferkörner 1C			Brandmair	1C Lose	121	Haferkörner 1C	kg	1000	1	Brandmair	1	67,500	54,00 €	0,000			20,097	unbekannt	19.06.18	30.08.17
	26	01.09.15	0,70 €			Haferkörner 1D			Brandmair	1D Lose	122	Haferkörner 1D	kg	1000	1	Brandmair	1	8,000	5,60 €	0,000			20,097	unbekannt	19.06.18	30.08.17
	22	01.09.15	1,50 €			Walstaudenroggen eig. Anbau			Brandmair		123	Walstaudenroggen eig. Anbau	kg	1000	1	Brandmair	1	71,500	107,25 €	0,234			1,541	17.03.42	04.10.20	30.08.17
	44	01.09.15	4,00 €			Alblinse I „Die Große“ eig. Anbau			Brandmair		124	Alblinse I „Die Große“ eig. Anbau	kg	1000	1	Brandmair	1	18,882	75,53 €	3,243			4,440	19.04.17	08.03.17	30.08.17
	71	15.05.16	11,25 €						Hartl	Waldi's	125	Haselnusskerne	kg	1000	1	Hartl	1	-0,145	-1,63 €	4,867			4,697	kein		
	92	15.05.16	2,27 €						Tränkl		126	Weizen Zentrofanmehl	kg	1000	1	Tränkl	1	9,402	21,30 €	0,142			1,608	24.04.22	20.04.17	13.09.16
	93	15.05.16	3,29 €						Tränkl		127	Dinkel Zentrofanmehl (Oberkulmer Rotkorn)	kg	1000	1	Tränkl	1	5,458	17,98 €	0,579			2,099	07.08.17	02.02.17	13.09.16
	97	15.05.16	2,16 €						Tränkl		128	Roggen Zentrofanmehl	kg	1000	1	Tränkl	1	4,265	9,19 €	0,023			0,647	24.05.32	27.06.17	13.09.16
	81	01.07.16	5,77 €						Chiemgaukorn	Preis noch zu überprüfen	129	Perlemmer	kg	1000	1	Chiemgaukorn	1	9,920	57,24 €	0,000			1,267	unbekannt	08.01.18	30.06.18
	82	01.07.16	6,28 €						Chiemgaukorn	Preis noch zu überprüfen	130	Perleinkorn	kg	1000	1	Chiemgaukorn	1	9,070	56,96 €	0,000			1,360	unbekannt	21.01.18	30.06.18
	65	01.07.16	3,07 €						Posch		131	Hanfsamenschalen	kg	1000	1	Posch	1	4,016	12,33 €	0,303			1,136	02.12.17	17.02.17	30.06.17
	63	01.07.16	20,42 €						Posch		132	Hanfsamen geschält	kg	1000	1	Posch	1	9,904	202,24 €	0,154			0,448	06.03.22	04.01.19	30.12.16
	32	01.10.15	3,40 €						Lex		133	Braunhirse	kg	1000	1	Lex	1	24,218	82,34 €	0,315			0,779	20.03.23	21.05.19	29.09.17
	40	01.10.15	4,50 €						Lex		134	Belugalinsen	kg	1000	1	Lex	1	12,902	58,06 €	4,154			2,919	27.01.17	16.05.17	29.09.17
	71	25.08.16	13,40 €						Hartl	320€ bezahlt + 2,94€ Transportkosten per MVV	135	Haselnusskerne	kg	1000	1	Hartl	1	6,960	93,26 €	5,594			4,697	01.12.16	09.01.17	24.08.17
	5	01.09.16	1,80 €						Lex		136	Purpurweizen Körner	kg	1000	1	Lex	1	42,052	75,69 €				2,085	unbekannt		31.08.18
	33	01.09.16	3,35 €			Goldhirse			Jahrstorfer		137	Goldhirse	kg	1000	1	Jahrstorfer	1	26,658	89,30 €				2,198	unbekannt	01.02.17	31.08.18
	35	01.09.16	3,51 €						Lex		138	Buchweizen	kg	1000	1	Lex	1	11,524	40,45 €				3,745	unbekannt	25.10.16	31.08.18
	41	01.09.16	4,50 €						Lex		139	Tellerlinsen hellbraun	kg	1000	1	Lex	1	24,850	111,83 €				3,438	unbekannt	29.12.16	31.08.18
	49	01.10.15	3,60 €						Lex		140	Borlottibohnen	kg	1000	1	Lex	1	0,000	0,00 €				3,052	kein		
	66	01.10.16	3,00 €						Schmidt		141	Blaumohn	kg	1000	1	Schmidt	1	0,000	0,00 €				1,269	kein		
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1	0,000	0,00 €							
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
																	1									
