0	Leinöl X	l							4													1000
0	Shisoöl	l							4													1000
1	Kürbiskernöl	l		0,7		1,400	27,35 €	0,25	5	8	5,6	4480%	7	28	7		191,45 €	5,0	23	Schmid		1000
0	Traubenkernöl	l							4													1000
0	Olivenöl nativ	l							4													1000
0	Olivenöl X	l							4													1000
0	Olivenöl Y	l							4													1000
0	Öl X	l							4													1000
0	Öl Y	l							4													1000
0	Öl Z	l							4													1000
1	Hanftrester	kg	0,094	1,1		0,094	4,99 €	4	2	12	0,0235665138	28%	0,1885321101	0	0	1	0,00 €	0,0	8	Schwab		1000
1	Leintrester	kg		0,05		0,100	4,99 €	4	2	12	0,025	30%	0,2	0	0	1	0,00 €	0,0	8	Schwab		1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
0	Presskuchen a	kg							4													1000
1	Hanfmehl teilentölt	kg	0,037	1,3		0,037	9,24 €	4	2	6	0,0092422096	6%	0,0739376771	0	0	1	0,00 €	0,0	8	Schwab		1000
1	Leinmehl teilentölt	kg		0,05		0,100	9,24 €	4	2	6	0,025	15%	0,2	0	0	1	0,00 €	0,0	8	Schwab		1000
1	Hanftee (getrocknete Hanfblätter)	10g	3,966	3		3,966	1,50 €	10	2	24	0,3966028708	952%	7,9320574163	1	10		15,00 €	2,5	8	Schwab		10
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
0	Tee a	100g							4													100
1	sonstiger Tee	100g							4													100
0	Shisoblätter rot, getrocknet	10g					1,00 €	1	1	24									12	Schorsch		10
0	Shisoblätter grün, getrocknet	10g					1,00 €	1	1	24									12	Schorsch		10
0	Bohnenkraut, gerebelt	10g					0,00 €	1	2	24									22	Richard Ostler		10
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
0	Kräuter a	100g							4													100
1	sonstige Kräuter	100g							4													100
0	Koriander-Samen	100g					0,00 €	1	2	24									22	Richard Ostler		100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
0	Gewürz a	100g							4													100
1	sonstige Gewürze	100g							4													100
0	Apfelringe gedörrt	100g					0,00 €	1	1	15									12	Schorsch		100
0	Apfelringe X	100g							4													100
1	Apfelchips	100g		0,2		0,400	2,50 €	10	3	15	0,04	60%	1,2	0	0	1	0,00 €	0,0	4	Lex		100
0	Birnen gedörrt	100g					0,00 €	1	1	15									12	Schorsch		100
0	Birnen gedörrt X	100g						1	4													100
1	Hutzeln (ganze Dörrbirnen)	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
0	Trockenobst a	100g							4													100
1	weiteres Trockenobst	100g							4													100
0	Apfelsaft vom Schorsch	l					3,00 €	5	1	20									12	Schorsch		1000
1	Apfelsaft	l							4													1000
1	Birnensaft naturtrüb	l							4													1000
1	Birnensaft naturklar	l		4,833		9,666	1,86 €	6	4	20	1,611	3222%	38,664	7	42		78,12 €	4,3	0			1000
0	Birnensaft X	l							4													1000
1	Sonstige Säfte	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
0	Fruchtsaft a	l							4													1000
